"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"
"46"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	4	3	"high_school"	"vocational"	"BA_2"	"Economy"	"Up_to_1_year"	"<1k-5k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"47"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	7	1	2	"higher_edu"	"higher_edu"	"BA_2"	"Finance/Actuarial"	"Up_to_1_year"	">100k"	1994	"male"	21	"SSH"	"SSHA"	0	0
"48"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	3	3	3	"higher_edu"	"high_school"	"MA_1"	"Economy"	"1_year+"	">100k"	1991	"female"	24	"EBMF"	"EBMF"	0	0
"49"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	4	3	3	"high_school"	"high_school"	"BA_2"	"Economy"	"1_year+"	">100k"	1991	"male"	24	"EBMF"	"EBMF"	0	0
"50"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	2	3	3	"vocational"	"higher_edu"	"BA_2"	"Economy"	"Up_to_1_year"	">100k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"51"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	2	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Economy"	"1_year+"	"20k-100k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"52"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	5	2	2	"higher_edu"	"vocational"	"BA_1"	"Finance/Actuarial"	NA	">100k"	1995	"male"	20	"SSH"	"SSHA"	0	0
"53"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	3	3	3	"high_school"	"high_school"	"BA_2"	"Economy"	"1_year+"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"54"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	3	3	4	"high_school"	"higher_edu"	"BA_3"	"Economy"	"Up_to_1_year"	">100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0
"55"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	3	2	2	"higher_edu"	"vocational"	"BA_1"	"Finance/Actuarial"	NA	NA	1993	"female"	22	"SSH"	"SSHA"	0	0
"56"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	3	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Economy"	"Up_to_1_year"	"20k-100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0
"57"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	3	3	3	"high_school"	"high_school"	"BA_3"	"Economy"	"1_year+"	"<1k-5k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"58"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	3	3	3	"high_school"	"primary"	"BA_3"	"Economy"	"Up_to_1_year"	">100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0
"59"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	3	3	4	"higher_edu"	"higher_edu"	"BA_1"	"Finance/Actuarial"	"Up_to_1_year"	"5k-20k"	1995	"male"	20	"SSH"	"SSHA"	0	0
"60"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	3	3	3	"higher_edu"	"high_school"	"BA_2"	"Economy"	"1_year+"	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"61"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	4	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Economy"	"Up_to_1_year"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"62"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	7	2	1	"vocational"	"vocational"	"BA_2"	"Economy"	"Up_to_1_year"	"20k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"63"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	8	3	4	"higher_edu"	"higher_edu"	"BA_1"	"Finance/Actuarial"	"1_year+"	"<1k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"64"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	4	3	3	"high_school"	"high_school"	"BA_3"	"Economy"	NA	NA	NA	NA	NA	"EBMF"	"EBMF"	0	0
"65"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	2	3	3	"high_school"	"high_school"	"BA_2"	"Economy"	"Up_to_1_year"	"<1k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"66"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	2	4	4	"higher_edu"	"high_school"	"BA_2"	"Economy"	NA	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"67"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	2	4	3	"higher_edu"	"high_school"	"BA_2"	"Economy"	"Up_to_1_year"	"20k-100k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"68"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	0	5	3	4	"vocational"	"higher_edu"	"BA_3"	"Finance/Actuarial"	NA	NA	1991	"male"	24	"SSH"	"SSHA"	0	0
"69"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	2	3	3	"high_school"	"higher_edu"	"BA_3"	"Economy"	"1_year+"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"70"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	3	3	2	"primary"	"primary"	"BA_2"	"Economy"	"1_year+"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"71"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	2	4	3	"vocational"	"high_school"	"BA_2"	"Economy"	"1_year+"	"<1k-5k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"72"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	4	3	"high_school"	"high_school"	"BA_3"	"Economy"	"1_year+"	">100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0
"73"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	5	2	1	"higher_edu"	"high_school"	"BA_2"	"Finance/Actuarial"	"1_year+"	"5k-20k"	1992	"female"	23	"SSH"	"SSHA"	0	0
"74"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	2	1	4	"vocational"	"PHD+"	"BA_3"	"Political_Science"	"Up_to_1_year"	"<1k-5k"	1985	"female"	30	"SSH"	"SSHA"	0	0
"76"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	4	3	2	"higher_edu"	"higher_edu"	"BA_1"	"International_Rel"	"1_year+"	">100k"	1994	"male"	21	"SSH"	"SSHA"	0	0
"77"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	0	0	NA	0	0	0	1	0	0	NA	1	NA	NA	NA	1	1	NA	0	0	0	NA	NA	1	NA	1	1	NA	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_1"	"International_Rel"	"1_year+"	">100k"	1995	"female"	20	"SSH"	"SSHA"	1	0
"78"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	NA	0	NA	0	NA	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	0	0	0	NA	NA	NA	NA	1	NA	1	NA	4	3	3	"higher_edu"	"high_school"	"BA_1"	"International_Rel"	"1_year+"	">100k"	1995	"female"	20	"SSH"	"SSHA"	1	0
"79"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	5	3	3	"higher_edu"	"high_school"	"BA_2"	"International_Rel"	"1_year+"	"20k-100k"	1996	"female"	19	"SSH"	"SSHA"	0	0
"80"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	5	2	2	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	"Up_to_1_year"	">100k"	1988	"male"	27	"SSH"	"SSHA"	0	0
"81"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	5	3	3	"high_school"	"higher_edu"	"BA_2"	"International_Rel"	"1_year+"	">100k"	1995	"female"	20	"SSH"	"SSHA"	0	0
"82"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	2	4	3	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	NA	"20k-100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"83"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	5	3	2	"high_school"	"vocational"	"BA_2"	"International_Rel"	"Up_to_1_year"	"<1k-5k"	1995	"female"	20	"SSH"	"SSHA"	0	0
"84"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	3	3	3	"higher_edu"	"high_school"	"BA_2"	"International_Rel"	"No_experience"	"20k-100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"85"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	4	3	"vocational"	"high_school"	"BA_2"	"International_Rel"	"No_experience"	"5k-20k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"86"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	4	3	3	"higher_edu"	"high_school"	"BA_2"	"International_Rel"	"No_experience"	">100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"87"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	4	3	"high_school"	"high_school"	"BA_2"	"International_Rel"	"Up_to_1_year"	"<1k-5k"	1995	"male"	20	"SSH"	"SSHA"	0	0
"88"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	"1_year+"	"20k-100k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"89"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	"Up_to_1_year"	"20k-100k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"90"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	6	3	3	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	"No_experience"	">100k"	1993	"male"	22	"SSH"	"SSHA"	0	0
"91"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	6	2	3	"high_school"	"high_school"	"BA_2"	"International_Rel"	"No_experience"	">100k"	1993	"male"	22	"SSH"	"SSHA"	0	0
"92"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	3	4	3	"high_school"	"higher_edu"	"BA_1"	"International_Rel"	"No_experience"	">100k"	1995	"female"	20	"SSH"	"SSHA"	0	0
